20327	2	21275
36139	16	83
13083	6	28611
13011	1	3
11661	1	67
9729	12	4014
20032	42	359
16280	8	5562
21750	11	2806
25345	3	391
18990	8	5613
27776	4	31799
3784	8	29681
20102	8	28426
27057	24	250
16719	8	1836
6036	5	73
40019	4	3765
286	21	30381
1351	8	12776
37675	5	73
6064	21	36081
19500	0	962
29768	20	2106
14946	12	4940
15547	8	27507
29678	15	2438
27225	6	24034
43517	1	67
37270	1	67
12403	56	38874
3560	12	6136
26016	18	2256
32525	0	1541
13330	7	21
3714	4	6026
19945	28	1894
27963	6	25958
8355	15	51
36308	1	293
5727	22	5241
4066	6	23913
16311	5	15
8259	6	3399
33780	1	11
41622	0	428
32369	15	51
3261	15	47
3948	21	27811
20099	23	3565
25158	4	6498
26689	37	21642
7701	8	16820
437	4	16618
20406	15	87
10719	8	7229
2370	78	8660
1325	21	29534
7026	1	7027
21720	41	2853
16844	36	11216
26901	42	359
15226	18	11498
5236	12	301
32959	4	3777
854	44	21714
34346	3	3
1693	1	125
7176	21	20471
20494	8	27137
2963	8	4279
5771	6	897
19744	31	22337
23278	34	7101
3405	21	32295
25951	8	25928
21668	6	24435
5627	8	9623
15548	5	15
15154	16	117
16499	0	788
4530	20	21333
1180	10	29
8860	11	2806
31494	29	195
7787	1	3
27101	15	19734
22956	1	11
18108	8	808
15815	40	12649
20477	3	11
7512	16	117
42713	0	319
17215	15	51
38987	55	954
29961	36	35191
16630	1	67
20481	31	20482
12655	0	71
33082	4	8754
11001	61	790
25568	9	43461
24207	1	624
5455	24	254
9032	4	31099
23868	3	3
4638	6	34305
26032	15	51
25462	8	15835
4446	8	1835
5039	8	40082
9761	6	25830
27013	1	125
33116	0	2260
4010	8	16657
27828	14	9303
3	71	77
5087	8	25257
9735	8	14881
27153	42	359
18447	15	47
26044	24	18805
9312	15	1335
431	4	7
34858	0	962
2196	12	792
14845	30	197
15269	8	26743
12010	6	12011
18480	23	12993
6087	8	31353
1408	6	34457
27829	8	2880
23200	38	20956
24817	24	1081
2939	6	2938
29335	15	2014
805	12	2051
29473	4	6478
9801	1	3
5612	1	3
37691	16	83
6657	6	8219
26171	0	962
16863	8	23434
11466	21	11467
6145	8	12860
7228	16	83
9159	6	18538
12300	1	485
293	45	7843
1644	59	1645
23400	30	197
27084	15	51
17837	2	7544
27133	10	676
14065	15	87
20881	51	158
23327	8	25711
15486	37	1734
13487	9	38194
6202	8	80
33824	4	30374
38138	36	22774
29666	3	11
2476	6	3065
18776	6	1870
16767	10	19995
32631	15	51
7661	6	8969
2190	6	3059
7864	12	9185
31800	0	346
29929	0	617
26347	76	11563
14053	24	12079
37155	46	401
22377	8	27217
29244	24	9401
175	12	12077
21192	44	36827
23824	8	940
26109	30	197
411	24	412
21180	3	11
25559	3	3
25958	6	15290
12104	3	11
20172	4	7757
13914	23	235
34544	12	6457
12933	95	23026
13788	18	26682
23795	6	16815
16997	4	10609
13175	8	23691
6775	0	5011
5582	6	5581
26170	1	92
30554	4	2685
3317	6	4170
6888	8	10677
8613	21	8612
28725	3	7
36132	14	770
32711	1	9206
16300	23	6399
22521	78	18310
6421	26	20994
36238	1	67
22461	1	125
33992	11	15076
18415	0	962
34963	1	125
4171	6	8439
27484	80	67
5612	0	71
4378	16	61
15088	4	13743
3232	11	12094
23363	45	11004
11407	29	32632
14647	45	34291
25754	1	718
5165	1	92
28044	6	17465
9349	8	5055
3496	14	3497
25539	2	30717
5150	23	1328
945	10	306
1149	8	5851
1338	11	3637
14138	24	5109
8190	10	568
40836	41	361
6058	5	15
22164	18	476
41242	16	117
29306	4	9038
24130	30	197
2168	12	20504
1309	21	14238
307	47	17989
26552	55	954
10609	21	32651
14577	24	132
2470	12	8388
31203	5	73
27636	6	29559
1634	21	21640
17600	14	5794
24733	1	67
24878	4	613
29566	4	2408
8283	11	12596
8076	1	3
1415	6	30299
41506	24	37923
25946	42	359
8212	12	1492
5357	1	67
7796	1	67
16963	8	18268
18464	3	3
3290	15	800
19948	8	15218
19799	14	770
23480	1	125
22109	41	2763
8899	8	21805
4142	23	235
38294	0	3037
15839	36	315
30348	15	51
9047	31	10686
1149	28	3
11142	4	8451
2518	23	2018
38289	36	315
36729	41	37626
26533	41	21203
38571	15	1530
33475	15	51
3636	26	4102
15103	1	67
22380	1	125
12499	4	6478
18040	3	11
24028	9	26510
22350	1	92
18629	42	359
2196	12	5371
23116	8	2856
1683	6	1684
21685	46	806
24695	3	512
6707	3	11
14760	26	5666
22969	12	8086
1639	78	6096
19223	7	1278
3075	8	3076
24688	2	32570
1970	50	195
19238	6	8098
22284	17	22285
631	16	117
4260	18	168
43505	1	11
19636	11	26207
11114	8	11115
6969	3	3
494	11	18718
1054	70	11007
22446	0	7082
34244	1	1309
12311	8	2079
3823	15	47
10225	16	61
30146	4	25963
34166	15	409
805	12	3021
5968	8	9039
21506	6	11008
7372	2	3261
19776	21	18592
16585	1	67
17930	3	293
4626	44	3671
7220	6	24803
11273	27	23087
8276	25	22219
30929	8	25893
39751	1	67
925	7	926
4288	16	117
7065	4	7066
25118	21	25517
43141	37	30618
530	56	8700
3244	23	2412
29468	55	954
17407	4	7266
3863	10	11625
18148	22	21324
14485	1	67
31323	5	73
14411	42	359
10922	6	24919
5211	31	5851
32122	41	18058
590	6	591
3368	25	20754
15071	0	71
18989	3	657
1582	5	73
15426	1	11
2703	42	359
624	21	18803
4606	8	19211
6036	24	451
10025	12	5188
5885	8	5760
791	12	3370
12002	31	19496
4368	23	1328
13548	6	561
13782	44	36533
4260	15	51
14743	6	7264
33845	4	33846
19600	11	1856
16875	32	7457
14963	6	14906
10390	4	403
11145	31	30722
623	4	624
24812	6	2989
37558	14	10100
12554	66	4489
37007	1	67
5070	62	17939
10249	8	8617
11959	3	1013
8476	8	9289
19797	26	1368
34626	52	12880
28550	5	73
13055	5	15
27385	5	15
22618	1	92
23852	6	33102
35661	1	293
11002	10	3064
5821	10	306
12870	10	568
11959	15	10049
29191	80	11
9176	12	7219
3727	21	28650
11851	23	5108
19267	27	4226
16528	36	315
12437	27	37662
33856	37	6569
3980	6	16063
9366	1	67
5299	12	5300
10706	1	67
3759	6	3760
28030	55	954
8983	6	6965
10489	1	2043
3921	10	2920
8762	6	1321
2001	12	2906
9126	0	818
25523	1	63
6600	21	42268
35819	1	534
4720	10	24038
216	4	2476
1644	73	19756
4042	26	16696
24544	15	51
588	8	4416
34605	56	5460
14803	30	197
38620	4	20313
3254	8	3255
24499	57	2935
33262	0	745
21879	8	11130
18675	1	11
25127	3	11
8079	0	1606
30083	4	6478
5791	8	31536
12097	21	32870
9136	15	12633
846	44	27044
5786	27	2155
646	22	27881
6436	12	2139
5962	8	20941
6577	53	3572
24915	8	13534
27931	80	67
7674	26	9171
4350	64	13793
23294	1	2015
3212	12	123
28844	15	1585
22945	1	1160
34457	0	4363
39704	37	20219
12205	4	1634
2416	15	51
5492	7	852
6931	8	16088
33766	15	47
6936	12	6937
19815	10	2465
25241	4	502
2254	8	2664
1330	12	12270
1963	21	12150
467	1	3
22253	3	11
6936	10	5063
4008	15	12633
4793	6	29012
18746	11	1856
1637	54	18151
4356	28	3764
21768	47	1421
1777	80	125
36737	4	6342
38626	16	117
10217	12	9442
11298	8	9736
12452	12	2128
28589	54	1231
4385	21	36561
18599	8	5157
21515	6	10559
15052	47	1421
32265	6	16470
25269	11	3637
14805	23	5528
34206	17	37606
26033	0	745
2164	21	21150
23822	22	23305
26090	41	40599
27696	8	16147
2426	1	3
6935	27	5109
32837	55	602
3970	6	34370
9879	8	15911
15900	25	13884
38153	8	17067
21883	39	22557
25946	8	10504
8187	44	17165
5504	8	8506
3296	23	1744
35628	15	2014
31470	37	40921
15697	8	21086
955	12	6406
18906	15	47
14073	1	67
10204	2	10205
14747	24	5804
9247	42	359
14401	3	125
3428	58	10785
8303	4	8231
21588	4	3910
20464	0	4754
5322	11	2319
36340	41	36341
40677	74	1571
18294	12	524
16550	11	2319
1559	6	17530
26875	44	5990
13179	25	9802
5921	10	716
23391	24	412
3781	36	2014
15866	4	6501
9797	10	1519
18412	16	61
30278	5	15
3225	21	26344
6176	23	3697
34440	16	117
7241	53	4935
15054	4	21061
5875	36	315
31111	1	67
23828	2	29039
3040	55	954
33427	1	67
6656	4	25437
9301	1	193
